state,timestamp,keystroke_count,keystroke_rate,typing_speed_wpm,keystroke_variance,keystroke_burst_ratio,avg_inter_keystroke_time,keystroke_rhythm_std,mouse_movement_count,mouse_distance,mouse_velocity,mouse_velocity_std,mouse_acceleration,mouse_direction_changes,mouse_idle_ratio,click_count,click_rate,click_clustering,avg_click_interval,click_pattern_regularity,scroll_count,scroll_rate,scroll_intensity,scroll_direction_changes,app_switch_count,app_switch_rate,unique_apps_count,app_focus_stability,user_id,session_id
unproductive,2026-01-11T16:10:32.351593,31.664,0.101,11.721,0.087,0.0,0.424,0.358,916.241,10663.0,138.17,28.035,4.743,25.2,0.324,16.168,0.085,0.645,7.721,0.382,54.331,0.108,2.302,0.0,9.014,0.338,3.179,0.117,0,u0_s4
unproductive,2026-01-11T16:10:32.351593,0.3,0.027,9.705,0.068,0.121,0.389,0.194,755.88,9510.942,40.795,25.548,56.926,46.013,0.083,22.924,0.121,0.891,1.957,0.151,19.584,0.094,2.545,7.036,5.709,2.86,3.887,0.212,0,u0_s4
unproductive,2026-01-11T16:10:32.352594,0.0,0.143,2.947,0.043,0.037,0.51,0.168,219.217,2428.216,60.254,40.398,0.0,33.695,0.115,32.791,0.078,0.85,4.195,0.006,36.924,0.134,2.515,21.556,0.0,3.231,2.423,0.255,0,u0_s4
task_execution,2026-01-11T16:10:32.352594,38.302,0.454,18.525,0.003,0.189,0.071,0.14,496.771,13027.505,50.713,20.836,21.027,40.773,0.065,32.392,0.126,0.626,4.306,0.573,15.255,0.052,0.678,5.138,3.814,1.569,0.801,0.33,0,u0_s5
research_reading,2026-01-11T16:10:32.352594,43.525,0.024,7.249,0.072,0.204,0.194,0.127,126.639,5610.55,63.195,10.282,15.252,20.021,0.36,2.985,0.06,0.0,9.981,0.23,61.875,0.296,2.511,14.735,0.0,0.986,1.631,0.637,0,u0_s5
focused_work,2026-01-11T16:10:32.352594,178.964,1.427,23.253,0.02,0.308,0.044,0.018,144.477,5610.301,104.501,8.248,2.31,29.798,0.0,3.896,0.063,0.495,5.033,0.56,12.949,0.077,1.518,5.694,0.81,0.0,1.515,0.684,0,u0_s5
focused_work,2026-01-11T16:10:32.352594,217.791,0.91,51.381,0.025,0.419,0.055,0.037,237.764,5306.634,60.854,2.353,19.788,20.442,0.0,6.685,0.056,0.848,9.729,0.454,11.804,0.005,1.433,0.933,0.0,0.398,0.442,0.497,0,u0_s5
task_execution,2026-01-11T16:10:32.353594,57.305,0.387,16.937,0.004,0.394,0.085,0.069,374.643,10193.493,93.777,9.664,0.0,35.623,0.159,28.325,0.218,0.779,3.61,0.305,11.653,0.087,1.558,8.792,4.421,0.988,1.557,0.474,0,u0_s5
unproductive,2026-01-11T16:10:32.353594,0.349,0.049,8.616,0.126,0.0,0.727,0.154,751.961,15700.004,22.013,22.891,30.219,28.014,0.341,10.34,0.069,0.796,1.508,0.18,31.515,0.096,1.913,3.734,0.04,1.828,5.486,0.228,0,u0_s5
meeting_communication,2026-01-11T16:10:32.353594,15.673,0.027,6.718,0.133,0.135,0.366,0.407,139.692,4422.9,7.665,6.72,6.761,11.399,0.691,4.062,0.053,0.284,15.445,0.683,1.931,0.102,0.0,2.348,0.0,0.0,0.939,0.982,0,u0_s5
meeting_communication,2026-01-11T16:10:32.353594,0.0,0.131,4.358,0.07,0.082,0.322,0.294,243.575,3589.245,3.126,10.68,0.0,14.763,0.595,0.0,0.007,0.162,14.746,0.497,6.242,0.039,0.394,0.0,1.049,0.497,0.78,0.812,0,u0_s5
meeting_communication,2026-01-11T16:10:32.353594,4.765,0.007,0.825,0.071,0.052,0.378,0.172,105.095,1709.702,18.339,4.452,10.414,10.958,0.48,6.368,0.029,0.0,19.88,0.516,8.969,0.024,0.784,0.0,0.07,0.363,0.866,0.814,0,u0_s5
meeting_communication,2026-01-11T16:10:32.354594,20.196,0.039,0.0,0.109,0.025,0.0,0.171,28.533,0.0,0.0,9.168,12.034,12.689,0.468,6.814,0.021,0.112,7.918,0.442,2.348,0.036,0.434,0.171,0.0,0.182,0.446,0.923,0,u0_s5
focused_work,2026-01-11T16:10:32.354594,176.847,1.432,28.335,0.0,0.435,0.031,0.059,430.256,4400.685,88.592,10.971,11.548,36.009,0.0,10.555,0.064,0.592,11.406,0.693,10.492,0.043,0.0,0.0,1.767,0.0,0.693,0.751,0,u0_s5
focused_work,2026-01-11T16:10:32.354594,202.958,1.304,35.492,0.013,0.487,0.035,0.023,255.69,6812.056,80.133,10.818,26.583,10.214,0.225,25.754,0.102,0.827,3.09,0.535,5.697,0.073,0.367,3.39,1.371,0.209,1.227,0.538,0,u0_s5
task_execution,2026-01-11T16:10:32.354594,88.98,0.091,16.234,0.031,0.239,0.086,0.083,521.589,8967.786,64.403,32.019,0.0,21.274,0.09,27.155,0.124,1.192,8.54,0.342,14.157,0.088,0.963,5.507,2.944,0.335,1.984,0.348,0,u0_s5
focused_work,2026-01-11T16:10:32.354594,244.305,1.43,34.473,0.017,0.465,0.061,0.048,244.849,3727.231,88.723,15.743,15.21,22.455,0.019,22.95,0.099,0.859,5.424,0.55,10.531,0.071,0.784,0.129,0.881,0.216,0.627,0.772,0,u0_s5
focused_work,2026-01-11T16:10:32.355594,193.715,1.159,36.955,0.038,0.369,0.037,0.086,174.074,2373.856,35.268,7.147,12.162,21.68,0.113,22.12,0.076,0.358,11.103,0.506,1.211,0.088,1.463,0.291,0.0,0.0,1.249,0.81,0,u0_s5
task_execution,2026-01-11T16:10:32.355594,128.542,0.62,19.087,0.056,0.27,0.051,0.109,882.752,5695.875,60.852,21.75,25.735,14.727,0.29,48.164,0.13,0.56,1.54,0.445,22.984,0.099,1.519,1.854,1.238,1.667,3.177,0.293,0,u0_s5
meeting_communication,2026-01-11T16:10:32.355594,15.546,0.15,0.201,0.13,0.016,1.184,0.268,37.997,0.0,33.896,6.267,4.613,16.313,0.662,9.886,0.007,0.367,12.52,0.392,0.0,0.038,0.081,0.826,0.338,0.0,0.775,0.761,0,u0_s5
meeting_communication,2026-01-11T16:10:32.355594,10.699,0.0,0.0,0.004,0.0,0.322,0.404,69.546,2249.954,25.727,9.298,5.004,0.621,0.715,12.219,0.0,0.073,14.914,0.521,6.827,0.009,1.338,3.384,0.213,0.308,1.415,0.816,0,u0_s5
meeting_communication,2026-01-11T16:10:32.355594,12.229,0.0,1.994,0.108,0.001,0.402,0.186,19.667,848.844,21.169,15.727,6.977,9.817,0.441,9.371,0.039,0.111,24.342,0.674,0.229,0.028,0.275,6.0,0.532,0.056,1.162,0.972,0,u0_s5
research_reading,2026-01-11T16:10:32.356595,18.92,0.045,3.174,0.105,0.02,0.202,0.133,498.672,7111.234,5.965,9.757,5.269,21.38,0.37,10.815,0.004,0.484,12.178,0.592,50.449,0.322,2.511,14.036,1.394,0.248,2.703,0.772,0,u0_s5
task_execution,2026-01-11T16:10:32.356595,144.544,0.901,24.281,0.032,0.116,0.091,0.067,605.091,5091.176,66.904,12.414,19.804,21.388,0.164,27.826,0.0,0.192,3.961,0.4,15.666,0.051,1.528,4.001,1.954,1.792,2.441,0.502,0,u0_s6
task_execution,2026-01-11T16:10:32.356595,103.181,0.549,10.595,0.012,0.284,0.073,0.082,556.135,8497.518,77.401,6.98,17.778,10.193,0.275,3.907,0.178,1.133,4.034,0.159,11.262,0.078,0.814,2.076,6.483,1.548,1.339,0.288,0,u0_s6
task_execution,2026-01-11T16:10:32.356595,125.257,0.722,10.259,0.074,0.181,0.048,0.111,517.601,7251.997,99.136,2.313,5.956,20.5,0.285,19.423,0.2,1.086,5.204,0.453,16.409,0.087,1.265,2.871,1.283,0.0,3.368,0.463,0,u0_s6
task_execution,2026-01-11T16:10:32.356595,100.675,0.321,25.425,0.009,0.153,0.081,0.173,295.092,5586.224,135.208,36.163,25.141,10.876,0.387,40.908,0.154,0.583,4.54,0.403,16.8,0.139,2.137,0.39,6.176,1.302,2.951,0.594,0,u0_s6
task_execution,2026-01-11T16:10:32.357595,84.501,0.391,26.326,0.0,0.086,0.091,0.091,535.662,11721.943,38.982,18.228,22.06,16.093,0.171,33.49,0.226,0.931,0.0,0.416,14.551,0.118,1.65,7.381,4.206,2.174,1.825,0.462,0,u0_s6
task_execution,2026-01-11T16:10:32.357595,133.493,0.347,14.087,0.004,0.164,0.151,0.144,857.9,5071.469,78.161,4.651,18.033,15.689,0.301,21.002,0.174,0.937,9.245,0.272,24.227,0.126,0.84,6.643,4.095,0.923,1.44,0.375,0,u0_s6
task_execution,2026-01-11T16:10:32.357595,100.434,0.744,11.615,0.036,0.35,0.111,0.059,315.943,10419.255,82.812,27.63,17.975,40.863,0.283,24.011,0.141,0.881,2.995,0.473,27.133,0.081,0.498,1.56,0.0,1.986,3.028,0.397,0,u0_s6
task_execution,2026-01-11T16:10:32.357595,43.705,0.633,14.107,0.016,0.345,0.1,0.101,518.976,9850.337,70.361,22.164,20.419,26.723,0.078,24.614,0.08,0.507,5.155,0.441,20.416,0.063,1.807,5.274,4.312,0.505,2.413,0.484,0,u0_s6
task_execution,2026-01-11T16:10:32.357595,189.254,0.516,12.047,0.021,0.369,0.068,0.086,620.943,12349.297,106.328,25.755,21.267,35.49,0.105,33.419,0.178,0.924,3.903,0.399,28.605,0.066,2.256,4.639,2.754,0.141,2.475,0.456,0,u0_s6
focused_work,2026-01-11T16:10:32.358595,282.799,1.631,30.874,0.016,0.443,0.078,0.075,420.176,4521.499,35.969,10.225,24.58,19.767,0.177,25.189,0.036,0.303,7.638,0.619,6.751,0.092,1.104,1.954,0.0,0.0,1.226,0.424,0,u0_s6
focused_work,2026-01-11T16:10:32.358595,193.234,1.563,22.986,0.011,0.38,0.043,0.0,507.543,7950.239,41.663,11.113,13.236,12.041,0.238,0.325,0.061,0.488,13.013,0.677,1.012,0.052,0.902,1.419,0.62,0.0,0.881,0.685,0,u0_s6
focused_work,2026-01-11T16:10:32.358595,226.451,1.345,33.432,0.0,0.341,0.01,0.049,475.842,2203.408,35.543,10.207,27.137,17.512,0.036,0.0,0.077,0.879,8.891,0.586,10.984,0.051,0.485,3.522,0.226,0.005,0.598,0.767,0,u0_s6
focused_work,2026-01-11T16:10:32.358595,121.415,1.094,27.885,0.021,0.252,0.038,0.05,200.376,3833.659,3.187,13.162,14.704,21.835,0.165,7.79,0.06,0.259,4.884,0.496,6.911,0.04,1.036,0.093,0.32,0.146,0.852,0.556,0,u0_s6
unproductive,2026-01-11T16:10:32.358595,30.112,0.248,5.433,0.103,0.071,0.439,0.155,633.996,11759.39,40.929,18.295,10.419,11.684,0.046,20.503,0.052,0.889,3.982,0.022,35.565,0.176,1.013,7.532,2.014,1.604,0.957,0.047,0,u0_s6
unproductive,2026-01-11T16:10:32.359595,23.535,0.218,10.282,0.083,0.123,0.3,0.319,553.761,15699.762,16.794,27.827,29.455,49.269,0.254,6.414,0.042,0.314,6.553,0.249,14.693,0.088,3.188,4.739,3.572,0.725,1.316,0.345,0,u0_s6
task_execution,2026-01-11T16:10:32.359595,167.383,0.732,14.964,0.018,0.127,0.071,0.111,764.254,5418.683,60.69,16.073,9.632,38.332,0.105,23.01,0.098,0.589,4.624,0.398,11.178,0.051,1.745,8.583,3.702,1.78,0.873,0.463,0,u0_s6
task_execution,2026-01-11T16:10:32.359595,90.577,0.633,23.909,0.008,0.308,0.083,0.115,796.263,8019.169,8.516,25.025,16.389,27.315,0.256,27.938,0.115,0.642,0.0,0.489,12.129,0.141,1.8,1.998,5.556,1.888,2.045,0.567,0,u0_s6
unproductive,2026-01-11T16:10:32.359595,10.9,0.385,11.048,0.111,0.121,0.298,0.174,1000.677,7140.784,171.336,28.703,59.271,15.553,0.226,11.54,0.026,0.8,5.931,0.135,9.717,0.113,1.919,8.045,7.432,1.447,5.637,0.249,0,u0_s6
unproductive,2026-01-11T16:10:32.359595,0.0,0.124,11.259,0.03,0.105,0.741,0.235,522.738,16985.89,123.517,5.626,50.969,32.262,0.187,28.988,0.07,0.241,6.924,0.336,26.658,0.179,1.637,6.239,4.15,1.177,3.393,0.106,0,u0_s6
research_reading,2026-01-11T16:10:32.360595,15.556,0.331,6.094,0.028,0.037,0.27,0.126,540.087,7057.768,19.99,29.138,10.523,31.533,0.266,10.539,0.067,0.041,20.992,0.581,37.828,0.145,2.415,8.998,1.228,0.364,1.29,0.839,0,u0_s6
task_execution,2026-01-11T16:10:32.360595,145.077,0.815,16.032,0.071,0.065,0.098,0.034,583.372,7174.433,95.586,16.317,16.47,18.057,0.371,29.399,0.035,0.924,4.249,0.42,20.712,0.128,0.92,3.533,2.33,1.5,2.031,0.45,0,u0_s7
focused_work,2026-01-11T16:10:32.360595,178.959,0.99,31.838,0.01,0.406,0.026,0.061,62.517,3891.903,38.473,11.728,17.296,7.939,0.013,15.158,0.069,0.355,6.617,0.657,6.785,0.049,1.977,0.0,0.0,0.235,0.746,0.605,0,u0_s7
focused_work,2026-01-11T16:10:32.360595,203.343,1.151,34.332,0.02,0.252,0.074,0.022,547.804,8393.624,49.729,3.744,7.876,30.731,0.089,20.983,0.161,0.317,4.369,0.607,15.097,0.023,0.909,4.615,0.0,0.071,0.816,0.649,0,u0_s7
focused_work,2026-01-11T16:10:32.360595,227.962,1.687,35.677,0.02,0.335,0.069,0.052,237.865,5788.715,23.37,5.397,18.629,24.967,0.0,22.0,0.095,0.33,3.447,0.573,7.144,0.055,0.71,0.0,0.0,0.0,1.402,0.567,0,u0_s7
focused_work,2026-01-11T16:10:32.361596,174.287,1.264,31.618,0.005,0.367,0.055,0.046,247.033,4739.424,75.931,7.663,18.409,23.665,0.125,18.037,0.065,0.288,4.403,0.69,13.225,0.071,1.297,1.552,0.0,0.0,0.541,0.758,0,u0_s7
focused_work,2026-01-11T16:10:32.361596,167.815,1.189,33.943,0.022,0.281,0.085,0.0,495.92,4406.321,45.84,0.0,13.476,11.597,0.043,12.47,0.111,0.512,8.982,0.478,4.97,0.106,0.524,5.188,0.0,0.001,1.621,0.764,0,u0_s7
focused_work,2026-01-11T16:10:32.361596,200.175,1.236,32.621,0.0,0.384,0.063,0.084,369.83,4890.198,86.269,0.0,12.995,14.337,0.089,0.0,0.125,0.421,9.016,0.61,15.686,0.0,0.948,4.168,0.0,0.0,0.784,0.598,0,u0_s7
task_execution,2026-01-11T16:10:32.361596,71.585,0.205,16.476,0.011,0.174,0.082,0.11,568.452,9661.097,147.847,14.157,29.722,21.823,0.093,19.115,0.097,0.876,9.336,0.348,10.82,0.078,1.798,4.412,5.991,0.0,0.0,0.398,0,u0_s7
meeting_communication,2026-01-11T16:10:32.361596,5.777,0.106,4.639,0.083,0.048,0.703,0.034,81.914,0.0,29.809,4.457,0.0,3.834,0.559,4.17,0.007,0.0,17.744,0.56,3.007,0.026,0.644,2.696,0.147,0.0,0.983,0.834,0,u0_s7
meeting_communication,2026-01-11T16:10:32.361596,0.0,0.073,0.0,0.0,0.098,0.533,0.326,1.744,2763.182,55.094,11.03,6.774,10.252,0.352,10.413,0.018,0.256,4.648,0.5,11.473,0.021,1.053,0.846,0.0,0.268,0.737,0.917,0,u0_s7
meeting_communication,2026-01-11T16:10:32.362596,0.0,0.05,0.0,0.099,0.052,0.676,0.314,127.52,4430.687,30.156,3.969,4.203,0.0,0.432,3.467,0.041,0.106,7.182,0.429,1.315,0.09,0.581,2.882,0.0,0.0,0.485,0.854,0,u0_s7
meeting_communication,2026-01-11T16:10:32.362596,0.0,0.0,0.0,0.073,0.069,1.162,0.057,204.367,3442.981,2.136,9.731,3.103,11.669,0.722,7.413,0.04,0.144,5.28,0.597,10.33,0.0,0.05,1.255,0.0,0.0,0.804,0.752,0,u0_s7
task_execution,2026-01-11T16:10:32.362596,77.016,0.266,18.747,0.019,0.157,0.06,0.152,574.751,9045.21,79.537,31.532,13.839,23.515,0.16,7.752,0.075,1.048,6.159,0.513,9.44,0.062,0.269,6.418,5.616,1.841,3.868,0.49,0,u0_s7
task_execution,2026-01-11T16:10:32.362596,162.702,0.101,15.692,0.039,0.29,0.145,0.132,471.76,8822.094,73.416,1.764,15.097,21.05,0.0,25.439,0.108,0.368,5.447,0.491,15.969,0.068,1.935,5.662,4.037,0.505,2.54,0.567,0,u0_s7
focused_work,2026-01-11T16:10:32.362596,278.393,0.501,32.861,0.007,0.346,0.038,0.055,152.12,5958.546,29.97,6.06,20.623,22.782,0.176,5.812,0.069,0.648,9.143,0.63,14.914,0.039,0.583,3.027,0.0,0.337,1.27,0.575,0,u0_s7
task_execution,2026-01-11T16:10:32.363596,113.962,0.682,10.491,0.003,0.174,0.119,0.128,642.941,11955.943,40.139,21.072,24.88,42.165,0.166,21.114,0.147,1.005,3.301,0.413,5.685,0.0,1.661,5.449,3.947,0.0,1.913,0.226,0,u0_s7
task_execution,2026-01-11T16:10:32.363596,145.421,0.767,12.322,0.039,0.194,0.076,0.078,586.165,11744.253,85.894,16.325,37.989,17.421,0.17,34.922,0.147,0.669,1.612,0.451,1.523,0.072,2.346,5.412,0.0,1.223,1.945,0.32,0,u0_s7
task_execution,2026-01-11T16:10:32.363596,113.828,0.744,18.762,0.046,0.299,0.052,0.037,337.118,10726.309,122.855,36.08,36.499,46.904,0.119,13.4,0.163,0.89,4.853,0.458,16.738,0.132,2.428,5.254,5.114,1.442,1.803,0.523,0,u0_s7
focused_work,2026-01-11T16:10:32.363596,202.447,1.224,32.719,0.006,0.411,0.037,0.027,267.568,6879.566,52.769,6.258,14.127,22.033,0.221,3.676,0.099,0.565,5.411,0.734,12.07,0.036,0.0,2.334,0.0,0.0,0.564,0.724,0,u0_s7
focused_work,2026-01-11T16:10:32.363596,94.688,1.185,35.123,0.017,0.385,0.067,0.041,214.257,7267.301,35.448,3.884,15.691,12.867,0.058,16.321,0.086,0.291,6.596,0.695,11.856,0.114,1.482,4.164,0.0,0.229,1.059,0.582,0,u0_s7
task_execution,2026-01-11T16:10:32.364596,149.135,0.565,22.731,0.045,0.161,0.111,0.083,590.573,9121.432,78.79,32.821,9.984,3.626,0.0,35.655,0.082,0.819,4.409,0.331,20.965,0.075,1.355,4.32,4.864,0.411,3.137,0.592,0,u0_s8
task_execution,2026-01-11T16:10:32.364596,43.382,0.406,20.556,0.0,0.442,0.06,0.1,688.624,7028.232,109.409,5.294,43.807,29.674,0.118,21.972,0.161,0.64,3.139,0.397,4.737,0.153,1.125,6.117,3.842,0.393,2.258,0.526,0,u0_s8
research_reading,2026-01-11T16:10:32.364596,56.109,0.067,2.074,0.062,0.195,0.077,0.129,280.945,6948.855,38.531,24.777,9.261,38.804,0.296,13.356,0.064,0.584,3.53,0.286,71.26,0.175,1.602,5.148,2.021,0.0,0.903,0.633,0,u0_s8
focused_work,2026-01-11T16:10:32.364596,244.298,1.265,29.611,0.022,0.075,0.053,0.04,287.592,8604.126,26.501,12.421,19.965,34.61,0.038,7.704,0.116,0.556,3.425,0.534,11.306,0.077,0.552,0.0,0.523,0.0,0.077,0.354,0,u0_s8
focused_work,2026-01-11T16:10:32.364596,279.901,1.132,30.22,0.037,0.343,0.026,0.052,315.682,5885.864,49.113,19.639,21.568,11.245,0.101,7.171,0.062,0.289,14.381,0.519,12.812,0.042,0.313,2.271,0.401,0.168,0.0,0.513,0,u0_s8
focused_work,2026-01-11T16:10:32.365597,240.35,1.393,23.647,0.019,0.262,0.068,0.077,419.1,5654.306,46.182,5.68,28.883,15.0,0.008,18.891,0.041,0.281,3.729,0.539,8.96,0.059,1.368,2.929,0.0,0.0,1.341,0.764,0,u0_s8
focused_work,2026-01-11T16:10:32.365597,117.672,1.537,42.371,0.004,0.319,0.079,0.04,391.78,4967.062,99.81,11.012,21.496,27.658,0.047,9.862,0.103,0.496,4.527,0.775,14.264,0.053,0.755,2.273,0.518,0.0,2.142,0.558,0,u0_s8
task_execution,2026-01-11T16:10:32.365597,100.351,0.832,17.375,0.0,0.265,0.056,0.11,613.487,11613.673,43.675,17.926,10.001,39.984,0.229,29.922,0.121,0.89,7.847,0.391,15.262,0.037,0.913,3.915,5.63,0.903,2.028,0.407,0,u0_s8
meeting_communication,2026-01-11T16:10:32.365597,16.247,0.0,3.359,0.043,0.118,0.357,0.274,10.435,3155.09,0.0,10.079,10.507,8.584,0.417,6.978,0.013,0.147,19.276,0.754,4.43,0.032,0.767,1.103,0.636,0.324,0.842,0.599,0,u0_s8
meeting_communication,2026-01-11T16:10:32.365597,0.0,0.07,3.482,0.008,0.0,1.361,0.178,170.093,1007.339,0.0,7.49,4.063,6.985,0.527,6.048,0.027,0.044,21.042,0.423,0.0,0.053,0.675,0.888,0.0,0.0,0.868,0.734,0,u0_s8
task_execution,2026-01-11T16:10:32.366597,126.917,0.328,16.994,0.014,0.203,0.122,0.035,614.853,7674.789,91.904,14.17,36.788,15.366,0.293,24.676,0.054,0.956,4.24,0.249,16.812,0.121,2.419,2.487,3.713,1.118,3.754,0.366,0,u0_s8
task_execution,2026-01-11T16:10:32.366597,81.841,0.784,14.01,0.005,0.278,0.108,0.085,744.8,10333.081,0.0,12.291,19.64,36.652,0.0,50.454,0.147,0.823,7.001,0.654,21.119,0.118,1.613,3.197,2.471,0.504,1.577,0.312,0,u0_s8
task_execution,2026-01-11T16:10:32.366597,0.0,0.452,14.608,0.024,0.275,0.125,0.195,740.476,7380.831,55.575,26.273,6.182,24.733,0.154,30.805,0.151,0.6,3.809,0.464,7.761,0.129,1.947,4.136,4.205,0.756,1.637,0.405,0,u0_s8
task_execution,2026-01-11T16:10:32.366597,120.426,0.36,25.326,0.025,0.334,0.062,0.042,484.427,8368.089,32.742,17.488,6.12,12.661,0.244,31.002,0.101,0.532,2.583,0.382,19.309,0.118,1.173,0.161,3.958,0.506,1.745,0.58,0,u0_s8
focused_work,2026-01-11T16:10:32.366597,198.105,1.506,28.716,0.0,0.401,0.074,0.07,369.547,5347.5,26.151,12.888,23.594,10.614,0.121,18.791,0.108,0.456,5.487,0.538,4.337,0.05,0.768,6.165,0.895,0.291,1.321,0.6,0,u0_s8
research_reading,2026-01-11T16:10:32.367597,15.08,0.113,8.073,0.075,0.0,0.372,0.129,384.987,4771.298,81.984,22.335,4.21,6.292,0.289,10.896,0.065,0.512,14.865,0.542,48.688,0.123,1.981,12.891,0.821,0.488,0.63,0.542,0,u0_s8
unproductive,2026-01-11T16:10:32.367597,51.582,0.082,5.862,0.131,0.108,0.334,0.291,529.116,8003.22,0.0,25.224,58.97,2.243,0.073,23.299,0.0,0.581,6.194,0.423,31.188,0.054,1.046,6.431,5.426,3.364,4.31,0.235,0,u0_s8
task_execution,2026-01-11T16:10:32.367597,87.019,0.094,20.695,0.018,0.327,0.067,0.089,676.556,18078.884,107.632,9.105,21.297,22.66,0.0,21.663,0.157,0.467,6.735,0.468,8.279,0.075,2.64,5.822,3.44,0.916,2.34,0.396,0,u0_s8
unproductive,2026-01-11T16:10:32.367597,28.843,0.232,10.829,0.087,0.052,0.484,0.028,624.799,1024.777,6.808,6.14,54.265,43.969,0.042,23.819,0.147,0.887,3.535,0.242,38.523,0.086,2.036,4.823,0.0,2.423,5.94,0.139,0,u0_s8
task_execution,2026-01-11T16:10:32.367597,138.934,0.48,13.215,0.037,0.377,0.025,0.09,738.124,8180.117,104.473,21.098,30.482,25.392,0.056,13.749,0.156,0.791,4.361,0.377,11.711,0.122,1.286,0.0,4.91,0.939,2.295,0.608,0,u0_s8
task_execution,2026-01-11T16:10:32.368597,72.712,0.503,15.093,0.0,0.193,0.114,0.154,667.536,13371.247,78.726,35.01,51.036,3.459,0.199,25.828,0.099,0.909,4.72,0.346,13.94,0.129,1.649,5.503,2.869,1.399,1.054,0.397,0,u0_s9
task_execution,2026-01-11T16:10:32.368597,96.32,0.692,11.67,0.005,0.277,0.118,0.111,607.094,8974.507,91.32,19.603,14.022,30.153,0.07,25.775,0.096,1.421,4.558,0.279,13.079,0.101,2.692,1.853,0.258,1.654,0.883,0.404,0,u0_s9
unproductive,2026-01-11T16:10:32.368597,17.804,0.0,4.244,0.12,0.086,0.23,0.246,800.237,9562.786,97.493,41.341,43.083,44.502,0.311,24.735,0.075,0.601,2.796,0.282,20.233,0.09,3.064,6.618,8.179,2.304,1.089,0.216,0,u0_s9
task_execution,2026-01-11T16:10:32.368597,140.025,0.617,14.633,0.003,0.269,0.091,0.208,542.223,5349.617,86.231,0.0,25.278,29.702,0.257,34.7,0.095,0.748,3.106,0.307,16.632,0.03,1.231,0.636,4.522,2.344,0.962,0.262,0,u0_s9
focused_work,2026-01-11T16:10:32.368597,215.475,1.317,25.788,0.0,0.458,0.057,0.051,270.779,3547.854,0.0,7.422,28.625,13.092,0.0,17.054,0.097,0.353,7.013,0.614,8.596,0.082,2.11,0.0,1.23,0.032,1.78,0.709,0,u0_s9
focused_work,2026-01-11T16:10:32.368597,195.53,1.357,36.122,0.013,0.308,0.044,0.007,511.433,5178.573,46.375,3.918,40.6,11.261,0.057,16.895,0.096,0.662,13.482,0.638,4.094,0.044,1.046,6.012,0.0,0.361,1.176,0.721,0,u0_s9
focused_work,2026-01-11T16:10:32.369598,271.546,1.156,31.874,0.025,0.329,0.064,0.07,313.278,5771.348,72.954,6.557,23.641,16.525,0.037,1.352,0.052,0.308,6.857,0.649,0.745,0.0,0.517,2.798,0.289,0.0,1.67,0.571,0,u0_s9
focused_work,2026-01-11T16:10:32.369598,215.595,1.576,27.705,0.0,0.431,0.08,0.121,212.983,6549.512,40.827,12.479,5.351,9.367,0.029,14.2,0.047,0.602,11.14,0.648,17.468,0.064,0.283,4.602,0.0,0.273,1.872,0.683,0,u0_s9
focused_work,2026-01-11T16:10:32.369598,173.221,0.688,48.198,0.016,0.435,0.034,0.052,358.713,3508.703,48.026,1.059,14.341,31.733,0.032,28.827,0.015,0.419,6.09,0.57,16.231,0.022,0.666,3.184,0.093,0.053,0.603,0.63,0,u0_s9
unproductive,2026-01-11T16:10:32.369598,61.507,0.06,8.584,0.114,0.0,0.302,0.162,718.097,15684.26,52.01,26.064,26.187,27.659,0.133,26.616,0.044,0.863,0.509,0.163,23.752,0.237,1.732,0.0,0.0,1.54,3.775,0.264,0,u0_s9
focused_work,2026-01-11T16:10:32.369598,212.87,1.355,42.288,0.012,0.276,0.022,0.033,137.138,3894.701,44.342,5.112,17.449,19.634,0.065,0.0,0.021,0.599,10.472,0.404,5.3,0.084,0.533,1.652,1.442,0.0,0.833,0.621,0,u0_s9
focused_work,2026-01-11T16:10:32.370598,285.143,1.431,27.631,0.004,0.297,0.036,0.094,417.186,5198.064,93.652,0.999,6.469,0.215,0.035,14.862,0.077,0.501,3.826,0.668,10.572,0.074,0.0,2.498,0.0,0.0,1.353,0.646,0,u0_s9
focused_work,2026-01-11T16:10:32.370598,202.875,1.032,39.358,0.006,0.225,0.048,0.061,265.514,6908.037,30.011,5.391,8.746,28.832,0.087,5.73,0.057,0.0,10.393,0.571,0.0,0.008,0.681,0.0,0.793,0.126,1.265,0.376,0,u0_s9
unproductive,2026-01-11T16:10:32.370598,11.795,0.046,4.329,0.047,0.047,0.626,0.165,396.908,17983.693,106.595,12.429,27.46,45.907,0.338,7.827,0.146,1.155,2.655,0.191,15.27,0.105,1.97,8.49,7.854,0.758,0.0,0.224,0,u0_s9
research_reading,2026-01-11T16:10:32.370598,28.374,0.195,4.641,0.028,0.044,0.342,0.178,328.619,43.847,6.018,18.972,0.0,36.517,0.431,8.929,0.075,0.404,10.331,0.261,58.295,0.346,1.171,3.006,0.735,0.037,1.001,0.81,0,u0_s9
research_reading,2026-01-11T16:10:32.370598,0.0,0.183,5.982,0.05,0.0,0.212,0.212,214.879,262.304,32.603,12.88,11.213,31.049,0.391,10.018,0.093,0.097,13.438,0.501,25.192,0.113,1.541,6.005,1.626,0.041,0.2,0.592,0,u0_s9
